"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Jordan","JOR","Cereal production (metric tons)","AG.PRD.CREL.MT","","208006","152901","102164","400558","380963","126550","216113","115119","202093","59792","195138","246449","56478","285121","62974","80954","74829","69413","21721","172193","70217","72247","129200","62030","82711","41046","115268","127093","79576","129010","107349","156728","94231","83583","98821","81643","82239","75791","26738","57133","47643","114722","79751","53413","102406","61917","53296","47461","60906","87266","83062","84041","102175","90747","95320","107867","101560","91196","","",
"Japan","JPN","Cereal production (metric tons)","AG.PRD.CREL.MT","","20318660","20635150","19470310","19079380","18925506","18915600","21023600","20998210","19912510","17661810","15205810","16168610","16287820","16511820","17624830","15712220","17495960","16483170","15938870","13191708","13824230","14000333","14059961","16012384","15856023","15805100","14526600","13866800","14317700","14449107","13069925","14285807","10737390","15787203","14121766","13668044","13319770","11933530","12282680","12796067","12254843","12184519","10824202","11993784","12433769","11741859","12024848","12151091","11461385","11366614","11450492","11729481","11786625","11602968","11202389","11045620","10906573","10696746","","",
"Kazakhstan","KAZ","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29649100","21530700","16399233","9476320","11210020","12358980","6380160","14248300","11539396","15865279","15926090","14738300","12337671","13750260","16472690","20082040","15530034","20763550","12115916","26825598","12788631","18157040","17110959","18585932","20410625","20129018","20196034","","",
"Kenya","KEN","Cereal production (metric tons)","AG.PRD.CREL.MT","","1376218","1520717","1711045","1718408","1794258","1617546","2005760","2330767","2324274","2089966","2007843","2214950","2445860","2541882","2627749","3236349","3177352","2778901","2377734","2231089","2229399","2946815","2713320","1739552","2915624","3385292","2896914","3300425","3160756","2788475","2923992","2997899","2539301","3624079","3229877","2669157","2700368","2927285","2802247","2591351","3369648","3045518","3351497","3199022","3585080","3936250","3613834","2866111","2898884","4347437","4058581","4711585","4536942","4227172","4523102","3893190","4265162","4832214","","",
"Kyrgyz Republic","KGZ","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1596100","1537600","1059790","911080","1325419","1610388","1607530","1617630","1550090","1794556","1712217","1633632","1708898","1621549","1504006","1417557","1440359","1858103","1510268","1504683","1357041","1728265","1355798","1753400","1763629","1720954","1783480","","",
"Cambodia","KHM","Cereal production (metric tons)","AG.PRD.CREL.MT","","2557300","2190800","2805200","2963900","2639000","2511800","2606900","3405000","2620600","3951000","2853700","2006600","1122700","705000","1145000","1175000","1080000","1080000","608000","1818000","1575000","2000000","2082000","1308000","1854000","2144000","1853000","2541000","2726000","2588000","2460000","2281000","2428764","2268500","3502700","3468563","3457340","3558381","4136174","4183064","4284605","3971406","5025548","4426949","6233960","6641061","7250000","7787338","8509896","9018589","9496000","10241849","10317000","9874000","9735000","10615000","11100000","11251546","","",
"Kiribati","KIR","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Cereal production (metric tons)","AG.PRD.CREL.MT","","6629757","5902917","6377585","7380506","7212458","8041079","7453095","7156833","8375894","8034292","7968165","7979340","8056924","8281408","9044456","9882637","9643628","10541876","10148227","6676479","8530055","8583504","8995642","9269310","8807552","8637576","8467053","9163507","8950058","8434015","7720465","7677307","6814911","7158465","6767246","7505223","7607782","7070638","7395754","7435175","7746435","6990361","6400167","7014673","6721823","6541077","6235335","6752447","6757669","6020702","5825776","5604304","5810451","5852534","5976346","5831148","5486957","5428929","","",
"Kuwait","KWT","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","3","5","8","10","20","24","9","28","32","27","131","225","220","413","505","780","776","3109","3148","3415","3687","2472","1830","885","137","787","1235","1961","3417","3616","6148","6343","7996","9251","13633","21809","9630","10078","14576","23234","15747","13651","20303","35457","26862","33254","53636","9312","5257","6103","11216","","",
"Latin America & Caribbean (excluding high income)","LAC","Cereal production (metric tons)","AG.PRD.CREL.MT","","44955335","45941126","50758239","56941203","54874726","56486185","61584259","59239879","61972340","68437578","69558794","65333651","72353137","75337903","77626494","83965367","83527850","83264983","80855843","85530238","100486088","102460924","96756452","102844267","106294060","101584295","107574187","103575280","100755893","93613369","99158220","113125839","111011966","114036199","120738829","114575632","128833106","127636812","126503059","133026348","146249004","136092851","154648739","154462388","150384402","148747178","172767085","188755218","156868484","180023071","186381013","201855921","217603234","219768310","229470320","215617578","263017247","242966187","","",
"Lao PDR","LAO","Cereal production (metric tons)","AG.PRD.CREL.MT","","557000","528000","535000","754000","763000","774000","833000","796000","921503","928231","837284","843330","910310","931914","938000","691325","727621","753380","898610","1081495","1187445","1127049","1132450","1355005","1428510","1490981","1242881","1054211","1447954","1558061","1292405","1561060","1298250","1632811","1468204","1491595","1738300","1784400","2198925","2318700","2446569","2540622","2518278","2732500","2940560","3113650","3398240","4077685","4279186","4091515","4161995","4614695","4628645","5414865","5618250","5701160","5232304","4566380","","",
"Lebanon","LBN","Cereal production (metric tons)","AG.PRD.CREL.MT","","96500","106347","84700","89000","80905","95968","91301","64882","44228","54092","52414","76416","65638","92444","82700","55700","60760","56600","48600","30450","29575","30420","27200","25831","34450","46530","70482","73032","79361","77358","83213","88401","80905","79109","100385","93796","89657","102843","93000","122800","152950","140144","145836","165057","177240","189400","153370","177000","146600","111785","158638","188629","178659","176626","175300","181172","163621","170738","","",
"Liberia","LBR","Cereal production (metric tons)","AG.PRD.CREL.MT","","115000","120000","125000","130000","135000","141000","142000","152000","163000","190000","200000","210000","225000","248000","229000","245000","256000","244000","249000","243000","269000","284000","290000","298000","289000","288000","297700","297700","294090","180000","100000","110000","65000","50000","56200","94450","168400","209400","196300","183400","145000","110000","100000","110000","154800","164000","231800","295150","293000","296090","290117","291000","270000","237000","286000","335180","247495","257995","","",
"Libya","LBY","Cereal production (metric tons)","AG.PRD.CREL.MT","","104992","124400","128400","118200","155601","159615","174883","152963","205174","82458","50804","160131","274089","186860","270184","332909","110732","299221","213486","214831","247730","292800","417587","275134","234575","284850","275970","283231","321878","272536","257989","218124","180161","165155","146511","159800","206200","212700","212700","221780","217800","217100","216700","218465","233600","213470","213770","213200","215350","243539","275210","307527","305900","304294","299697","268282","252817","242231","","",
"St. Lucia","LCA","Cereal production (metric tons)","AG.PRD.CREL.MT","","50","50","30","18","20","30","30","25","25","21","25","30","31","35","35","35","35","35","35","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Cereal production (metric tons)","AG.PRD.CREL.MT","","47397095","48303727","53129887","59751971","57638446","59362843","64191784","62266099","64675807","71363842","72458035","67956173","74888690","78437212","80551648","86759325","86545411","85838020","84003832","88442972","103512975","105255823","99584208","106319887","109998151","105465865","111733285","107990814","105743090","98081777","103443230","117937615","115498674","118537438","125684416","119754872","134217801","133031720","131177102","137813180","151507285","141589194","160554832","161166546","157115575","155195652","178604324","195409635","164150332","187851851","194460798","210301134","225547699","227673125","237272627","223874974","270035715","250447725","","",
"Least developed countries: UN classification","LDC","Cereal production (metric tons)","AG.PRD.CREL.MT","","50596790","50725879","54235859","56029901","55253245","52568478","57778430","58212779","60609324","59450834","57140705","55745096","58919533","59033120","63292964","63338934","64554149","66421397","65496852","73061432","73837940","73717888","76866055","74651766","78906080","79891325","79758548","84058225","89528267","87301673","87089721","85476953","92972959","90019471","96857136","102776738","100052328","104928337","116585242","116626835","120829920","124232906","130659352","129651444","145571448","153369026","158409212","170241492","178611331","191645806","185675786","198691616","203741061","214386029","208847111","213793028","217799108","223302819","","",
"Low income","LIC","Cereal production (metric tons)","AG.PRD.CREL.MT","","23973701","25968617","25869322","26610567","25948986","25646455","27603161","26540039","29201426","27525404","28018665","29669590","27493135","30260182","30276362","32660167","31000597","31747157","32102019","34712542","34507530","32086049","33979870","30672353","32965947","35162637","34352681","40215902","36151840","36955299","40635198","39842136","44700960","41947835","41697751","43387178","42151361","46191056","45518893","40749248","47257257","49230342","54001237","50440157","59303985","62929460","61510240","62369629","71452757","77738051","74638807","88465754","90659640","94529396","90945147","95353628","92566166","95557825","","",
"Liechtenstein","LIE","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Cereal production (metric tons)","AG.PRD.CREL.MT","","951868","1061828","1076631","1100142","795199","1011504","1190706","1385641","1412377","1644193","1421355","1342614","1353723","1650815","1211357","1306398","1719023","1932237","1955033","2170390","2265866","2192543","2528616","2467570","2702001","2638561","2177294","2523913","2101237","2578860","2429895","2373882","2609310","2722454","2850089","2098777","2268861","2730821","2893630","2896040","2728140","2890180","3106450","2668240","3294530","3396030","3193100","4017620","3788070","4469740","4038207","4054851","4837225","3625675","4016443","4672771","2584601","4208101","","",
"Lower middle income","LMC","Cereal production (metric tons)","AG.PRD.CREL.MT","","162317889","168773725","176155232","179484230","165549356","157523545","183767550","197445501","203912723","214221030","211605794","203151675","219685522","211739593","236283381","232593951","246270833","254451933","238649764","263866953","273681883","267299963","297697536","297676127","313291697","319923849","303506328","340959376","369497295","364213781","369442619","415991273","440045956","435838202","438903954","457836200","462996777","467854223","489241107","492118299","515654035","487269520","521926666","538426318","555083327","569276431","580451765","630270429","612334663","623755194","666580183","663639354","693519431","703665214","691418637","711325992","733164261","752055315","","",
"Low & middle income","LMY","Cereal production (metric tons)","AG.PRD.CREL.MT","","396250464","422424473","452305015","475808444","470022679","487473341","525720341","532450572","546662697","588697211","607044028","590618993","622819067","641028895","684423501","698899185","701100429","748065956","749390632","775437735","817780603","835565270","889134155","919761470","918125221","941864543","934141467","976947468","1011167489","1039959395","1052020885","1257709764","1279602515","1241499864","1246782081","1309786122","1342529372","1319921031","1341763871","1315548088","1374287345","1353133000","1366829532","1436854172","1481236017","1523698806","1567880144","1685262197","1657208674","1675648650","1791202224","1804442892","1902376364","1932726719","1986956326","2016968067","2116224061","2089679748","","",
"Lesotho","LSO","Cereal production (metric tons)","AG.PRD.CREL.MT","","226648","223800","223400","222000","216800","223400","217300","212506","211684","182536","197254","104350","150350","264905","154422","119658","251026","288249","228837","194497","171796","125048","123097","131679","167107","132455","146191","233910","199365","242119","67254","93800","153256","222853","81221","257418","206026","171933","173865","149723","254960","149947","116475","109280","111647","118736","72685","74020","75442","173193","103973","101482","107674","108484","82945","25806","216143","124917","","",
"Late-demographic dividend","LTE","Cereal production (metric tons)","AG.PRD.CREL.MT","","185308463","198843861","220187345","234328196","250542411","264925902","270544219","271857146","271823797","297767628","318160944","312794251","330094956","348588502","356876042","376353787","361561052","392192930","411741071","409501074","413111720","451468571","478074920","509789136","490291384","504651937","511810810","513808862","533635411","554870900","563578824","698553265","695696166","671245574","671681255","711793153","732257354","694518045","712140825","660610950","708215826","701496221","677380563","741699263","740354730","771020744","784490930","862725954","858162122","830816884","917141053","902489909","968876393","986679588","1047457423","1033630214","1094950316","1057472478","","",
"Lithuania","LTU","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2206142","2681042","2106742","1915042","2623642","2953842","2725441","2057892","2667602","2356160","2539100","2625800","2859400","2811100","1857800","3017000","3421900","3806600","2796700","3225900","4656600","4474800","5123200","6066749","5120821","5074188","3999500","","",
"Luxembourg","LUX","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152830","144299","169038","164133","178984","160569","161461","148351","190722","188562","166184","149591","153433","173287","168563","176516","139262","149291","154236","","",
"Latvia","LVA","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1143400","1230700","896100","689040","960800","1035200","958900","783400","923624","928000","1028500","932400","1059500","1314300","1158700","1535200","1689400","1663100","1435500","1412000","2124500","1948700","2227200","3021500","2703200","2692500","2057200","","",
"Macao SAR, China","MAC","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Cereal production (metric tons)","AG.PRD.CREL.MT","","1537830","3511979","3856071","3403305","3486365","2179840","3523200","6352730","4089600","4251560","5352461","5167140","3228970","4809380","3728620","5713380","2888140","4744560","4103160","4514720","2130300","4916509","3581070","3759130","5312160","7824550","4336810","7958960","7428590","6275864","8664685","2950232","2817864","9638630","1783230","10103304","4097671","6629516","3843292","1996649","4603350","5287815","7969118","8598635","4279354","9236077","2505022","5330290","10443719","7834479","8689334","5311219","9874543","6937346","11688696","3561597","9786848","10388665","","",
"Monaco","MCO","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1978255","3218589","1627891","2610779","1976169","3486746","2428062","2141579","1905097","2550044","2539059","2000680","2942574","2771711","2222357","1825348","3132303","2149173","2386009","2466400","2055650","2654337","2886891","2183323","2954175","3285836","3421119","","",
"Madagascar","MDG","Cereal production (metric tons)","AG.PRD.CREL.MT","","1584920","1657700","1670300","1784510","1714600","1746795","1855015","1940490","1989965","2056645","2008805","2032600","2021780","2133205","2094080","2178985","2189893","2038310","2162612","2237803","2133725","2084520","2280960","2273900","2319560","2385058","2337849","2307600","2544675","2581217","2497184","2590967","2723977","2517000","2641974","2684977","2741980","2609984","2755988","2660170","2853015","2786949","3127725","3389544","3794599","3904370","4024722","4355509","4975573","5159721","4739752","5009947","3997774","4350378","4057994","4138479","3888307","4252655","","",
"Maldives","MDV","Cereal production (metric tons)","AG.PRD.CREL.MT","","159","210","262","313","364","426","279","174","83","240","70","25","767","822","2070","146","83","28","40","17","102","57","25","5","5","5","5","6","11","7","4","8","10","11","11","9","96","92","96","99","110","110","177","132","120","135","138","145","147","164","172","185","195","194","195","203","208","203","","",
"Middle East & North Africa","MEA","Cereal production (metric tons)","AG.PRD.CREL.MT","","17227295","23977648","23217742","22230266","24267873","21355812","24292823","29293787","26136174","25573799","25686222","31304697","24601472","28400997","30050942","33559002","25354550","29912896","28401453","32453183","30188097","32785916","30734490","29800448","38336142","40948808","38527909","44267945","40524487","48620425","55124631","52830632","53166136","57466177","50744520","62835559","50099514","59791180","49885456","45009972","53195877","62218939","70191715","70724601","68142502","74662378","67397197","52846446","69440948","63862709","64572534","64745292","70201114","66649925","68260806","63420133","67223260","70090022","","",
"Mexico","MEX","Cereal production (metric tons)","AG.PRD.CREL.MT","","8516733","8605792","9539077","11710533","12488283","12987982","13068481","13925652","13843149","15006401","14805568","14394049","14863720","14618927","16625618","16478100","17967775","18897475","15653065","20893795","24626699","20256026","22683293","23638106","27403856","22708051","23696541","21113156","21425181","25562272","23672210","26889368","25201020","26810967","26883809","29312360","28065537","29124932","27435666","27995057","31060786","28773237","31336229","32315035","29062836","32158037","34313189","36109144","31285670","34925200","28408737","33614212","33210301","36526602","34704514","38465311","37487836","36068979","","",
"Marshall Islands","MHL","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Cereal production (metric tons)","AG.PRD.CREL.MT","","372276763","396455856","426435693","449197877","444073693","461826886","498117180","505910533","517461271","561171807","579025363","560949403","595325932","610768713","654147139","666239018","670099832","716318799","717288613","740725193","783273073","803479221","855154285","889089117","885159274","906701906","899788786","936731566","975015649","1003004096","1011385687","1217867628","1234901555","1199552029","1205084330","1266398944","1300378011","1273729975","1296244978","1274798840","1327030088","1303902658","1312828295","1386414015","1421932032","1460769346","1506369904","1622892568","1585755917","1597910599","1716563417","1715977138","1811716724","1838197323","1896011179","1921614439","2023657895","1994121923","","",
"North Macedonia","MKD","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","623663","478926","647716","724919","545632","609613","659838","637839","564005","474500","555591","471689","681933","644627","602171","468652","613044","609057","541567","554881","459788","561903","629237","483885","640985","447786","598382","","",
"Mali","MLI","Cereal production (metric tons)","AG.PRD.CREL.MT","","1106550","1168200","1058200","947700","991700","1053013","1153900","1013900","1179058","991241","983742","817000","890000","1154000","1306628","1183620","1075000","1212502","1081330","967911","1197000","1281686","1481621","1113368","1724909","1727744","1639653","2196345","2156710","1771419","2414210","1809362","2227998","2457451","2188973","2219312","2137259","2548019","2893716","2310196","2584033","2518354","3409360","2845020","3398743","3693357","3885587","4814996","6057354","5338937","5777865","6555027","6993980","6980878","8055038","8849696","8887176","10159685","","",
"Malta","MLT","Cereal production (metric tons)","AG.PRD.CREL.MT","","4964","5080","5503","5021","5025","4681","4786","3666","3653","3518","3963","4156","3734","3549","4354","5441","6135","5543","6473","7690","8933","11757","11554","9130","9130","8930","8735","8738","8515","8901","6900","7200","7300","7300","7400","7000","10543","10700","10790","11714","11800","12000","11800","12252","12433","12500","14200","16500","15900","15169","14597","14272","13974","13707","12180","12758","14587","14394","","",
"Myanmar","MMR","Cereal production (metric tons)","AG.PRD.CREL.MT","","6936974","7803006","7952501","8664696","8227347","6833424","7957755","8200906","8127052","8305587","8320493","7488512","8739541","8733016","9391721","9500779","9693499","10770027","10705395","13680630","14571071","14838886","15024136","14960176","15066662","14861999","14220309","13647252","14259141","14423776","13452834","15092551","16957677","18408238","18175900","17923400","17126700","17507300","20932038","21785100","22513600","22499700","23945800","25649700","28735200","32013900","32625200","33806400","34007161","34042752","30636485","28341452","28622447","28793985","28634848","28108941","28119013","28014055","","",
"Middle East & North Africa (excluding high income)","MNA","Cereal production (metric tons)","AG.PRD.CREL.MT","","16687031","23456648","22676291","21495445","23552448","20786181","23555663","28631568","25502066","24978323","25117010","30800751","24177705","27739267","29440413","33015527","24787483","29411721","27889603","31871630","29621108","32076295","29406332","28168845","35891292","38183115","35166826","40246266","36253535","44065206","50222576","47734561","47775945","52372484","47714739","60586571","47516518","57281554","47247008","42595583","50297883","59026319","66860908","67194616","64763625","71307286","64076882","50147695","67501004","61966991","62770639","63205022","68881871","64661979","66283160","61584338","65471171","68400106","","",
"Montenegro","MNE","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14351","2345","3865","4061","3793","6294","4895","7588","7614","6658","7020","7215","7301","","",
"Mongolia","MNG","Cereal production (metric tons)","AG.PRD.CREL.MT","","124400","327400","322200","371000","323200","264000","332100","215700","131600","284800","372900","205000","455400","315800","482400","374100","412600","354300","330300","286800","342700","550600","812800","596700","884000","869400","689210","814273","839200","718338","595000","493900","478822","333592","262713","221410","241691","195900","170706","143309","143413","127175","166480","139798","77838","138572","114777","212893","391659","355003","445513","479349","387043","519794","216268","483453","238102","453849","","",
"Northern Mariana Islands","MNP","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Cereal production (metric tons)","AG.PRD.CREL.MT","","641800","603000","653000","661000","684000","724000","791624","718758","719867","685874","649343","758000","900000","801000","542000","756000","738000","682000","621940","663000","663000","633000","623000","665000","746000","829000","569000","562000","607000","738050","551080","244554","765216","790927","1126331","1378291","1529972","1687211","1813596","1587548","1507208","1361337","1514953","1327853","1142170","1725608","1438604","1455084","2239000","2802582","2931941","2758683","1459320","1718167","1503910","1717821","1608964","1917175","","",
"Mauritania","MRT","Cereal production (metric tons)","AG.PRD.CREL.MT","","91000","93200","94595","95000","104750","95100","96530","99964","114957","88630","55590","43900","29800","55310","51660","44890","29100","39430","37700","47230","59600","61620","47640","51840","107850","126850","151790","174256","183734","103443","105125","106573","168682","206868","221644","234355","153762","189507","193940","179687","124159","112767","180350","115017","170771","167333","182406","189537","170503","278473","199092","343848","311756","373295","315069","331730","353856","340110","","",
"Mauritius","MUS","Cereal production (metric tons)","AG.PRD.CREL.MT","","180","203","147","25","296","457","462","494","1275","1435","1588","1619","1325","2352","1690","2049","1603","1341","1209","891","1208","1385","1340","3540","5025","8145","3905","3807","2415","2284","2130","2000","1816","880","289","438","232","259","201","623","389","295","177","369","475","452","1021","539","273","484","636","1244","1278","1811","1108","767","602","406","","",
"Malawi","MWI","Cereal production (metric tons)","AG.PRD.CREL.MT","","864554","899751","780781","967017","950943","1021611","1342764","1168730","1145565","995286","1362665","1451555","1446611","1441544","1177635","1293919","1526407","1542500","1464500","1251500","1307688","1482700","1404504","1457065","1422875","1363545","1255066","1491655","1587917","1413293","1679752","688786","2137147","1107716","1773119","1943377","1474809","1904024","2635519","2631034","1865675","1710577","2143179","1717993","1302379","2786281","3440138","2845840","3807971","3610283","3924971","3832659","3892310","4246674","3001731","2531749","3711454","2925168","","",
"Malaysia","MYS","Cereal production (metric tons)","AG.PRD.CREL.MT","","1097075","1133343","1205214","1121782","1265608","1236617","1217718","1448255","1607152","1697623","1829005","1852324","1995463","2118257","2011318","2020500","1916000","1509900","2103000","2052604","2027900","1892604","1754325","1593674","1770367","1744215","1656699","1728239","1777444","1919984","1961354","2048732","2142447","2178788","2170271","2273489","2167615","1994240","2093641","2205800","2161995","2267351","2329000","2336000","2389000","2267000","2407075","2385959","2547439","2512432","2635830","2682983","2690153","1894019","2803864","2804473","2974455","2795349","","",
"North America","NAC","Cereal production (metric tons)","AG.PRD.CREL.MT","","180350284","191717030","208934794","189441657","215831388","223108141","238238481","236951862","241210503","215421466","276484211","263584221","274283208","235482331","286391317","302910375","308253477","318498324","338580580","311248682","381751728","386436963","255104812","357543004","395357516","372295916","332129247","242022300","332327366","369216839","333915691","402667797","310588442","402553424","326945410","394274223","386189061","400410244","389476964","393721906","368386034","333190352","397444831","439801963","417398746","386914100","463136160","458430336","468358066","447248530","433882456","408050024","500837051","494532591","485433788","562369334","523224785","526046940","","",
"Namibia","NAM","Cereal production (metric tons)","AG.PRD.CREL.MT","","35592","37068","37208","39600","43900","46000","48200","51400","52700","52900","55100","56300","58500","59800","63000","63200","67400","68600","71000","73700","75400","78100","83800","87500","62900","81129","69239","83383","96757","97948","114785","31031","74900","116234","70885","89320","157984","121180","73899","120979","121744","87998","97334","127535","129138","186008","116183","112580","111738","118358","118339","165800","86600","111718","113040","74368","137559","152898","","",
"New Caledonia","NCL","Cereal production (metric tons)","AG.PRD.CREL.MT","","1380","1380","1380","1680","1380","1480","1080","1066","1087","1280","1100","1130","1147","1097","1068","736","627","1241","1790","3225","3005","3050","2349","1224","2495","1947","692","999","792","1244","690","808","450","497","1018","1894","1878","2029","2219","4795","4726","3994","6084","5312","6290","3956","5781","4203","2664","3335","2597","4198","4386","4815","7088","8817","9715","10309","","",
"Niger","NER","Cereal production (metric tons)","AG.PRD.CREL.MT","","1064534","1269397","1336449","1345929","1070392","1142666","1378187","989433","1424953","1140650","1255710","1162245","803477","1137773","870820","1348600","1507400","1537562","1642628","1775000","1688000","1704213","1721945","1070306","1848576","1834229","1439055","2389287","1839930","2135448","2197164","2332800","2267300","1864700","2246328","2089056","1850285","2977968","2843740","2126435","3110006","3324123","3368540","2684260","3667114","4028571","3847038","4883823","3507976","5264113","3619099","5334840","4361285","4915209","5464329","5852134","5899356","6099863","","",
"Nigeria","NGA","Cereal production (metric tons)","AG.PRD.CREL.MT","","7891000","8324000","8203000","8105000","8413000","6140000","7375000","7408000","8799000","8981000","8328000","5809000","8243000","10285000","8348000","7161000","6957000","6004000","6439000","7788000","8053000","8468000","8828000","10503000","11889000","14661322","15917000","16560000","18007000","17678000","18615000","19597000","20090600","20373200","22512600","21665000","21853000","22040000","22405000","21370000","20090000","21373000","22736000","24321000","26031000","28864000","27171000","30209000","21267630","24650297","20699526","21427122","19617693","24517387","25452062","28363675","25616052","26216277","","",
"Nicaragua","NIC","Cereal production (metric tons)","AG.PRD.CREL.MT","","228822","235838","230178","253631","271200","288100","322000","358400","359483","377739","376284","245162","313877","334885","343959","312921","300313","403198","350011","381765","445682","450643","436724","451171","505722","477546","455113","505590","483941","487787","400558","498180","587701","521084","621528","673859","607607","642120","571751","783484","754945","910681","1002006","798823","963653","894613","864166","783571","914273","969740","1009194","982568","965045","838643","747920","933034","909045","820382","","",
"Netherlands","NLD","Cereal production (metric tons)","AG.PRD.CREL.MT","","1926025","2178426","1947084","2115764","1779071","1623393","1840765","1653767","1617120","1363046","1511483","1318841","1359171","1313654","1092959","1147603","1121220","1360650","1285000","1275159","1274867","1379392","1309118","1407092","1132319","1263482","1105446","1221241","1367961","1388200","1339247","1349658","1466100","1354800","1504900","1659400","1450290","1497400","1367600","1732100","1671600","1655207","1739331","1748400","1705043","1674669","1547600","1963010","1994422","1803153","1609679","1730981","1755536","1700506","1671654","1355219","1392686","1340532","","",
"Norway","NOR","Cereal production (metric tons)","AG.PRD.CREL.MT","","636853","475400","598736","630051","613599","503539","623516","820025","641797","825996","864078","810533","912389","1099286","765664","846193","1077885","1125550","1104407","1150900","1133100","1200660","1072450","1407200","1302100","1109110","1285019","1065792","1179600","1567856","1482090","1010010","1383645","1091070","1227030","1345340","1290495","1371430","1221910","1305420","1221040","1143021","1287340","1445414","1299878","1170501","1203714","1388257","1056220","1207112","1028075","1085988","966521","1239061","1358853","1326951","1308223","678543","","",
"Nepal","NPL","Cereal production (metric tons)","AG.PRD.CREL.MT","","3167000","3177026","3181578","3280500","3335000","3126325","3165429","3291912","3416913","3555902","3450714","3216502","3708825","3755148","3851585","3733322","3534858","3648730","3193100","3792060","3933530","3221180","4310790","4309680","4373360","3999390","4759120","5306800","5672510","5847090","5519720","4901750","5772620","5374592","6077793","6378420","6350360","6389950","6589948","7115587","7120004","7220775","7366903","7754058","7774590","7663744","7336809","8077057","8122431","7770976","8615383","9457722","8580285","9562680","9266240","8614283","9758893","9930178","","",
"Nauru","NRU","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Cereal production (metric tons)","AG.PRD.CREL.MT","","388705","347057","383614","456916","430035","478741","538443","752326","804506","581979","749876","893829","833844","622692","675573","919962","909547","828522","810855","755828","799797","881870","872190","1118316","1183506","1187936","1000380","769347","671430","869904","809022","736193","803099","843015","752049","904022","980100","869300","872700","855511","940393","939377","944472","763040","871437","788645","926928","999287","1124280","1001296","999389","1168496","1103221","1097943","1114618","1096490","936995","977781","","",
